product_id,name,stock,aisle,price
503,Smashed Avocado with Lime,15,10,2.49
504,Beard Grooming Kit,15,5,34.99
505,Turmeric Ginger Tea,7,6,3.29
506,Baked Potato Chips,50,1,2.49
507,Mini Meatballs,40,10,5.99
508,Maple Breakfast Sausage,50,3,5.99
509,Cheddar Cheese Slices,27,3,3.49
510,Cauliflower Crust Pizza,8,7,7.99
511,Electric Griddle,79,5,54.99
512,Pasta Sauce Mix,2,5,1.29
513,Nail Polish Set,15,6,25
514,Classic Beef Chili,1,8,7.99
515,Chocolate Dipped Fruit,91,10,5.99
516,Wireless Wi-Fi Extender,61,6,49.99
517,Tailored Dress Pants,69,4,79.99
518,Peanut Butter Chocolate Clusters,3,4,2.99
519,Chicken Broth,41,7,2.49
520,Classic Slim Fit Shirt,8,10,49.99
521,Vanilla Pudding Mix,0,2,1.29
522,Adjustable Pet Grooming Table,80,5,109.99
523,Vintage Graphic Tee,22,3,25.99
524,Gardening Kneeler and Seat,80,6,39.99
525,Homestyle Chicken Noodle Soup,100,7,2.99
526,Pet Safety Belt for Car,79,3,14.99
527,Lemon Pepper Seasoning,50,7,3.29
528,Apple Sauce,17,5,2.19
529,Trendy Bomber Jacket,87,2,69.99
530,Poppy Seed Dressing,38,9,3.49
531,Adjustable Garden Rake,10,10,22.99
532,Organic Chia Seeds,76,10,7.99
533,Running Shorts,14,1,34.99
534,Garden Tool Belt,8,4,22.99
535,Hiking Gaiters,30,1,29.99
536,Coconut Almond Granola,44,2,4.99
537,Trail Mix (Deluxe),70,7,4.59
538,Wireless Charger,83,6,24.99
539,Portable Projector,80,3,199.99
540,Foot Spa Bath Massager,44,2,59.99
541,Tattoo Kit,7,10,99.99
542,Sweetened Condensed Milk,41,5,1.89
543,Miso Soup Starter,87,10,2.99
544,Luxury Memory Foam Mattress Topper,38,1,129.99
545,Organic Almond Flour,66,1,6.99
546,Non-Stick Crepe Pan,36,10,29.99
547,Chia Seed Pudding Mix,55,1,4.19
548,Mini Cordless Vacuum Cleaner,30,3,45.99
549,Infrared Space Heater,42,9,99.99
550,Wireless Car Charger,6,6,24.99
551,Multicolored LED Strip Lights,57,5,29.99
552,Sweet Potato & Kale Hash,95,9,5.49
553,V-Neck Sweater,76,4,49.99
554,Smartphone Stand,99,4,15.49
555,Peanut Butter Chocolate Clusters,68,6,2.99
556,Chia Seed Pudding,22,3,3.99
557,Classic Beef Chili,99,7,7.99
558,Interactive Plush Toy,17,3,34.99
559,Collapsible Storage Crates,33,5,18.99
560,Almond Crunch Granola Bars,100,5,3.49
561,Gaming Headset,81,8,69.99
562,Pork Chops,86,10,9.49
563,Pumpkin Spice Latte Mix,55,6,3.29
564,Fitness Tracker with Heart Rate Monitor,31,7,59.99
565,Portable Hand Warmer,27,6,24.99
566,Peanut Butter Pretzel Bites,38,10,4.19
567,Organic Vanilla Bean Ice Cream,48,10,5.99
568,Asian Stir-Fry Vegetables,41,3,2.99
569,Sweet Potato and Chickpea Bowl,39,8,6.49
570,Portable Air Compressor,13,1,44.99
571,Electric Stir Fry Pan,89,2,49.99
572,Hibiscus Tea Bags,48,4,3.79
573,Digital Wireless Meat Thermometer,59,4,39.99
574,Customizable Photo Calendar,18,3,19.99
575,Garlic Butter Sauce,15,9,3.59
576,Chocolate Chip Pancake Mix,41,9,3.99
577,Popcorn Chicken,91,4,6.49
578,Smartphone Projector Kit,80,10,24.99
579,Classic Black Dress,65,3,79.99
580,Lemon Herb Quinoa,7,10,3.49
581,Mango Sticky Rice Dessert,62,2,4.5
582,Frozen Spinach,4,4,1.99
583,Savory Pumpkin Soup,74,8,3.89
584,Tabletop Fire Pit,95,8,79.99
585,Organic Coconut Flour,64,2,5.49
586,Measuring Cups Set,12,6,19.99
587,Craft Beer Mustard,22,1,3.99
588,Fresh Basil,86,1,1.99
589,Roasted Red Pepper Dip,2,8,3.29
590,High-Speed Hand Blender,42,4,39.99
591,Trail Mix (Deluxe),33,4,4.59
592,Dog Walking Waist Pack,79,4,19.99
593,Whipped Cream Cheese,51,2,2.99
594,Car Trash Can,53,7,12.99
595,Peach Green Tea,51,3,3.49
596,Chocolate Chip Muffins,39,1,3.99
597,Coffee Making Kit,66,2,44.99
598,Sweet Potato Chips,69,10,2.99
599,Collapsible Storage Crates,76,1,18.99
600,Low-Fat Cottage Cheese,71,7,2.99
601,Coconut Yogurt,37,1,3.89
602,Adjustable Pedicure Footrest,73,6,39.99
603,Smart Plant Monitor,48,5,24.99
604,Crispy Rice Treats,74,8,3.5
605,Premium Flashlight,90,2,19.99
606,Natural Peanut Butter,30,7,4.29
607,Breathable Face Mask Set,0,9,14.99
608,Essential Oil Diffuser,93,8,34.99
609,Outdoor Picnic Blanket,85,2,34.99
610,Jalapeño Cornbread,93,3,3.29
611,Classic Caesar Salad Kit,38,10,4.99
612,Cauliflower Crust Pizza,16,2,7.99
613,Teriyaki Chicken Stir-Fry,23,6,6.99
614,Adjustable Dog Harness,93,4,24.99
615,Electric Rice Cooker with Steamer,15,7,49.99
616,Multi-Layer Food Steamer,73,4,39.99
617,Whisk Set,10,6,12.99
618,Ultra-Thin Laptop Sleeve,30,2,19.99
619,Crispy Chickpeas,24,10,2.99
620,Cabbage,28,9,1.29
621,Vanilla Protein Powder,22,7,24.99
622,Self-Watering Planter,36,9,24.99
623,Wireless Security System,5,7,299.99
624,Coffee Grinder,5,1,39.99
625,Foldable Yoga Mat,28,4,29.99
626,LED Strip Lights Kit,16,4,29.99
627,Electric Food Slicer,71,1,99.99
628,Green Smoothie Mix,19,8,5.99
629,Beef Taco Skillet,60,4,8.49
630,Voice-Controlled Speaker,69,4,99.99
631,Corn Tortillas,69,9,2.49
632,Outdoor String Lights,64,9,24.99
633,Adjustable Dog Harness,15,1,24.99
634,Almond Flour Pizza Crust,100,5,7.99
635,Portable USB-C Monitor,46,2,199.99
636,Legging Pants,11,4,34.99
637,Chickpea Pasta,37,7,4.19
638,Travel Size Toiletry Bottles,82,4,9.99
639,Classic Black Trousers,58,6,54.99
640,Cranberry Almond Granola,4,4,4.29
641,Organic Almonds,37,5,8.99
642,Honeycrisp Apple Chips,39,4,3.49
643,Party Mini Dress,11,10,69.99
644,Adjustable Pet Grooming Table,67,4,109.99
645,Baby Monitor,30,1,79.99
646,Outdoor Mosquito Repellent Lantern,67,2,34.99
647,Garlic Parmesan Wings,68,5,8.99
648,Personal Security Alarm Keychain,26,1,10.99
649,Sketchbook,38,1,14.99
650,Ergonomic Gaming Chair,34,6,199.99
651,Wireless HDMI Transmitter,61,9,79.99
652,Portable UV Sterilizer,63,8,19.99
653,Multi-Purpose Marine Rope,28,6,19.99
654,Tomato Sauce,49,2,2.79
655,Cinnamon Raisin Bagels,45,6,4.19
656,Dog Training Collar,90,10,39.99
657,Kettle Chip Variety Pack,63,6,3.99
658,Folding Backpack Chair,93,6,49.99
659,Vegan Cheese,27,3,4.99
660,Organic Green Apples,78,7,1.49
661,Ergonomic Mouse Pad with Wrist Support,62,6,14.99
662,Miso Soup Starter,84,5,2.99
663,Smartphone Car Mount with Wireless Charging,26,6,39.99
664,Portable USB-C Monitor,61,8,199.99
665,Smart LED Desk Lamp,10,7,39.99
666,Whisk Set,94,8,12.99
667,Rolling Cooler,31,5,59.99
668,Wall-Mounted Spice Rack,4,7,39.99
669,Outdoor Camping Hammock,60,4,29.99
670,Italian Marinara Sauce,21,10,3.29
671,Collapsible Water Bottle,21,7,12.99
672,Organic Coconut Flakes,100,2,3.49
673,Outdoor Fire Pit,4,7,149.99
674,Electric Ice Cream Maker,87,5,59.99
675,Avocado Oil,52,8,8.49
676,Organic Baby Carrots,58,1,2.99
677,Natural Peanut Butter,51,4,4.29
678,Cranberry Orange Oatmeal,35,2,2.49
679,Portable Leaf Blower,99,7,149.99
680,Comfort Flats,6,9,44.99
681,Lightweight Backpacking Tent,76,1,129.99
682,Mini Indoor Hydroponic Garden,41,5,59.99
683,Chickpeas,17,7,1.29
684,Skincare Set,70,1,54.99
685,Classic Caesar Salad Kit,28,2,4.99
686,Pepperoni Pizza Roll-Ups,35,6,5.99
687,Classic Caesar Dressing,0,1,3.49
688,Air Fryer Oven,19,1,149.99
689,Electric Pressure Washer,8,3,199.99
690,Honey Mustard Pretzel Bites,68,8,3.99
691,Gardening Tool Belt,14,8,22.99
692,Pumpkin Spice Cookies,93,10,3.29
693,Water Bottle with Built-in Fruit Infuser,39,10,18.99
694,Jigsaw Puzzle,28,1,14.99
695,Foldable Picnic Table,67,7,49.99
696,Smartphone Projector,67,6,29.99
697,Fettuccine Alfredo Dinner Kit,39,7,5.49
698,Survival Gear Kit,36,8,59.99
699,Memory Foam Mattress Topper,66,8,109.99
700,Ramen Noodles,58,6,0.99
701,Lemon Garlic Marinade,13,5,4.29
702,Mango Chunks,98,10,4.89
703,Peach Mango Smoothie Mix,24,4,5.99
704,Fashionable Scarves Set,59,9,24.99
705,Mechanical Pencil Set,45,7,19.99
706,Smart Home Hub,96,6,99.99
707,Smoked Gouda Cheese,15,4,5.49
708,Fruit and Nut Bars,52,6,1.99
709,Portable Hammock Swing,38,1,59.99
710,Herbal Tea Infuser,43,5,9.99
711,Teriyaki Chicken Wings,82,3,10.99
712,Sweet and Spicy Barbecue Sauce,39,6,3.99
713,Silicone Ice Cube Tray,47,5,10.99
714,Baking Powder,3,5,1.79
715,Gardening Tools Set,12,8,45
716,Peanut Butter Chocolate Chip Bars,51,3,4.59
717,Wireless Keyboard and Mouse Combo,64,6,34.99
718,Window A/C Unit,88,8,299.99
719,Jump Rope with Counter,18,7,12.99
720,Cheesy Broccoli Soup Mix,79,6,2.99
721,Italian Marinara Sauce,56,8,3.29
722,Honey Butter Popcorn,39,5,2.99
723,Insulated Coffee Mug,14,5,24.99
724,Portable Hammock,87,8,27.99
725,LED Strip Lights Kit,91,2,29.99
726,Snack Container Set,68,4,19.99
727,Chocolate Hazelnut Spread,11,10,5.99
728,Spicy Hummus,42,9,3.49
729,Infrared Thermometer Gun,86,2,29.99
730,Eco-Friendly Yoga Mat,100,2,39.99
731,Avocado Oil,96,9,8.49
732,Yoga Strap,65,7,12.99
733,Cheesy Broccoli Soup Mix,74,9,2.99
734,Portable Campfire,16,10,39.99
735,Crispy Kale Chips,67,10,2.99
736,Adjustable Pet Feeder,72,6,39.99
737,Coloring Books for Adults,1,9,14.99
738,High-Top Leather Boots,52,1,99.99
739,Chili Lime Shrimp,8,7,8.99
740,Honey Mustard Chicken Breasts,56,1,8.99
741,Luxury Memory Foam Mattress Topper,2,4,129.99
742,Organic Black Rice,94,9,3.59
743,Honey Roasted Almonds,80,3,4.99
744,Adjustable Kneeling Pad,88,1,18.99
745,Vegetarian Pizza,75,2,5.49
746,Key Finder,86,6,19.99
747,Colorful Post-It Notes Set,99,8,9.99
748,Car Vacuum,34,2,49.99
749,Incense Holder,38,10,14.99
750,Creamy Garlic Mashed Potatoes,70,6,3.99
751,Turkey Bacon,58,7,3.99
752,Reflective Safety Vest,24,9,19.99
753,Pet Hair Remover,35,5,9.99
754,Coconut Cream Pie Yogurt,10,9,1.99
755,Slim Fit Chinos,14,2,54.99
756,Vegetarian Stuffed Peppers,91,6,4.99
757,Lentils,88,10,2.99
758,Pleated Midi Dress,57,1,79.99
759,Oats,97,5,3.29
760,Bluetooth Sleep Headphones,93,2,29.99
761,USB-C Hub,94,1,39.99
762,Garlic and Herb Rub,48,10,2.29
763,Thai Coconut Curry Sauce,62,3,3.99
764,LED Christmas Tree Lights,61,10,34.99
765,Car Escape Tool,97,6,12.99
766,Caraway Rye Bread,62,3,4.79
767,Non-Toxic Concrete Sealer,30,6,39.99
768,Fruit and Nut Medley,74,3,5.99
769,Artisan Cornbread Mix,29,9,2.49
770,Organic Baby Carrots,23,4,2.99
771,Camping Tent,94,9,79.99
772,Glass Tea Pot,86,6,34.99
773,High-Speed Blender,12,2,99.99
774,Peach Salsa,20,10,3.29
775,Homestyle Beef Stew,96,1,7.99
776,Buffalo Stilton Cheese,3,10,8.99
777,Cranberry Almond Biscotti,22,10,4.19
778,Ceramic Bakeware Set,47,10,49.99
779,Apple Cinnamon Instant Oatmeal,74,1,3.49
780,Reusable Produce Bags Set,62,8,14.99
781,Eggs (dozen),60,9,2.99
782,Magnetic Screen Door,24,8,24.99
783,Outdoor Folding Table,24,5,39.99
784,Chia Seed Pudding Mix,99,10,4.19
785,Portable Projector,12,4,199.99
786,Athletic Compression Tights,52,6,39.99
787,LED Christmas Lights,96,3,29.99
788,Portable Pet Water Bottle,43,8,18.99
789,DIY Organic Gardening Kit,77,1,39.99
790,Sporty Cap,65,8,15.99
791,Glass Food Containers,60,2,34.99
792,Truffle Parmesan Fries,6,2,4.99
793,Balsamic Fig Dressing,93,4,3.79
794,Magnet Travel Fridge Magnets,78,10,12.99
795,Jump Rope with Counter,47,8,12.99
796,Trail Mix (Deluxe),46,6,4.59
797,Smartphone Camera Lens Kit,54,4,19.99
798,Wireless Earbuds Case,64,4,12.99
799,Fishing Tackle Box,43,5,24.99
800,Cheddar & Bacon Potato Skins,35,2,7.49
801,Lentil Vegetable Curry,37,7,4.49
802,Silicone Cooking Utensils Set,2,10,34.99
803,Lightweight Workout Tank,78,2,29.99
804,Smart Water Bottle,72,5,39.99
805,LED Desk Lamp with USB Charging Port,33,7,29.99
806,Screen Cleaning Kit,0,2,15.99
807,Premium Flashlight,21,3,19.99
808,Fitness Tracker Watch,32,2,79.99
809,Outdoor Portable Fire Pit,82,1,149.99
810,Graphic Sweatshirt,86,3,34.99
811,Chocolate Hazelnut Spread,10,10,5.99
812,Salt and Pepper Grinder Set,19,10,19.99
813,Snap-On Tupperware Set,61,5,34.99
814,Frozen Spinach,54,3,1.99
815,Multi-Cooker,19,1,89.99
816,Picnic Blanket,31,1,29.99
817,Almond Butter,33,8,6.49
818,Sweetened Condensed Milk,88,9,1.89
819,Wireless Charging Station,73,3,39.99
820,Asian Salad Mix,45,6,3.99
821,Popcorn Chicken,65,4,6.49
822,Coffee Subscription Service,67,8,29.99
823,Wire Shelving Unit,65,4,69.99
824,Portable Pet Water Bottle,84,10,18.99
825,Strawberry Rhubarb Jam,46,4,4.29
826,DIY Lip Balm Kit,1,7,22.99
827,Organic Green Apples,68,9,1.49
828,Smart LED Desk Lamp,37,9,39.99
829,Dark Chocolate Covered Raisins,54,7,3.99
830,Chocolate Chip Muffins,32,5,3.99
831,Portable Solar Camp Shower,91,10,29.99
832,Weighted Jump Rope,30,9,15.99
833,Non-Stick Baking Sheets,17,5,29.99
834,Creamy Spinach Dip,98,10,5.99
835,Acoustic Guitar,31,10,199.99
836,Garlic Parmesan Roasted Potatoes,14,7,3.99
837,Herbed Couscous,2,9,2.49
838,Cilantro Lime Rice,26,7,2.99
839,Mango Chilli Sauce,60,6,3.99
840,Sliced Ham,61,3,5.49
841,Matcha Green Tea Powder,94,2,14.99
842,Water Bottle with Built-in Fruit Infuser,19,4,18.99
843,Honey Mustard Sauce,19,1,3.29
844,Non-Stick Grill Mat,52,8,19.99
845,Coconut Milk,93,9,2.49
846,Quality Chef Apron,47,5,19.99
847,Apricot Jam,0,7,4.29
848,Fitness Jump Box,91,2,69.99
849,Brussels Sprouts,86,3,3.49
850,Memory Foam Mattress Pad,53,8,69.99
851,Wireless Range Extender,98,6,49.99
852,Organic Quinoa,48,1,4.29
853,Beef Stroganoff Mix,18,3,5.49
854,Sturdy Bookends,50,10,22.99
855,Rustic Italian Bread,20,6,3.59
856,Garlic and Herb Cream Cheese,12,10,3.49
857,Electric Meat Grinder,76,8,89.99
858,Sliced Avocado,98,6,2.79
859,Compact Dishwasher,36,9,299.99
860,Chocolate Hazelnut Spread,35,4,5.99
861,Crew Neck Sweater,48,7,39.99
862,Crispy Kale Chips,20,3,2.99
863,Children's Garden Tool Set,63,3,22.99
864,Beef Jerky,48,7,5.99
865,Dried Mango Slices,12,7,3.49
866,LED Under Cabinet Lighting,11,3,29.99
867,LED Canopy Lights,64,9,29.99
868,Puzzle,68,1,27.99
869,Kids Tablet,27,6,129.99
870,Lightweight Backpacking Tent,20,7,129.99
871,Coconut Granola,44,1,4.19
872,Hibiscus Tea Bags,32,10,3.79
873,Pet Grooming Kit,18,7,39.99
874,Adjustable Bar Stools,90,10,149.99
875,Hand Crank Blender,0,2,18.99
876,Luxury Yoga Mat,95,9,39.99
877,Buffalo Chicken Wraps,64,3,5.99
878,Peach Yogurt,50,4,1.29
879,Chia Seed Pudding,100,10,3.99
880,Pet Reflective Vest,25,4,18.99
881,Fitness Tracker Band,3,1,29.99
882,Gluten-Free Bread,100,9,5.49
883,Animal Paw Print Soap Dispenser,96,8,16.99
884,Apple Pie Filling,97,2,3.49
885,Berry Smoothie Mix,7,7,4.99
886,Pasta Portion Control Measure,64,5,9.99
887,Basil-infused Olive Oil,75,8,6.99
888,Multi-Functional Rice Cooker,34,1,49.99
889,Outdoor Fire Pit,45,3,149.99
890,Veggie Lovers Pizza,20,7,8.99
891,Cold Brew Coffee Concentrate,89,6,7.99
892,Stuffed Grape Leaves,33,5,5.79
893,Summer Tank Dress,44,9,39.99
894,Classic Baseball Cap,96,8,24.99
895,Compact Hair Dryer,2,10,29.99
896,Mashed Sweet Potatoes,24,5,3.99
897,Teriyaki Sauce,97,7,2.99
898,Spaghetti and Meatball Dinner Kit,95,6,7.99
899,Blue Denim Jeans,39,10,49.99
900,Toilet Paper (12 rolls),27,8,8.99
901,Adjustable Height Standing Desk Converter,84,9,89.99
902,BBQ Jackfruit,39,9,4.29
903,Mini Electric Kettle,77,7,29.99
904,Infrared Thermometer,73,9,39.99
905,Pasta Primavera,87,7,4.99
906,Pineapple Rings,63,2,2.49
907,Outdoor Picnic Blanket,42,7,34.99
908,Smart Wi-Fi Light Bulbs,94,1,19.99
909,Portable Bluetooth Headphones,2,9,79.99
910,Tomato Paste,22,1,1.29
911,Honey Roasted Peanuts,48,3,3.19
912,Self-Adhesive Wallpaper,4,5,34.99
913,Magnetic Phone Case,76,4,19.99
914,Peanut Butter Filled Pretzels,24,1,3.99
915,Smoky BBQ Jackfruit,96,7,4.99
916,LED Strip Light Kit,99,9,39.99
917,Personal Security Alarm Keychain,46,9,10.99
918,Eggs (dozen),95,10,2.99
919,Foot Massager Machine,32,8,59.99
920,Portable Solar Phone Charger,22,9,29.99
921,Almond Flour Cookies,51,7,4.99
922,Safety Pin Dispenser,28,6,5.99
923,Kitchen Knife Sharpening System,66,8,39.99
924,Nut Butter Cups,40,7,3.99
925,Vanilla Pudding Mix,42,5,1.29
926,Garlic Butter Shrimp,13,6,8.99
927,Fitness Mat,96,2,49.99
928,Scented Soy Candles,8,10,19.99
929,Herb Seasoned Rice,51,3,2.99
930,Peanut Butter Protein Balls,14,9,5.29
931,Digital Food Scale,37,9,22.99
932,Sports Bottle,88,5,15.99
933,Spaghetti Sauce,44,1,2.99
934,Chili Beans in Sauce,77,6,1.79
935,LED Desk Lamp with USB Charging Port,90,7,29.99
936,Sporty Leggings,42,9,39.99
937,Peas (frozen),54,9,1.89
938,Dog Waste Bag Dispenser,40,2,6.99
939,Fashionable Belt Bag,23,10,34.99
940,Coconut Milk Yogurt,11,3,2.99
941,Classic Baseball Cap,36,9,24.99
942,Grass Fed Beef Patties,35,1,9.99
943,Cold Brew Coffee Concentrate,26,10,7.99
944,Scented Soy Candles,9,9,19.99
945,Kids' Science Experiment Kit,12,2,29.99
946,Rechargeable Battery Organizer,83,4,17.99
947,Samoas Cookie Mix,66,4,5.59
948,Coconut Oil Spray,21,10,4.99
949,Sliced Provolone Cheese,18,7,3.99
950,Pet Grooming Scissors,2,2,16.99
951,Smartphone Photography Tripod,28,7,29.99
952,Folding Exercise Bike,41,7,199.99
953,Nutty Quinoa Salad,14,6,4.99
954,Multi-Purpose Marine Rope,27,6,19.99
955,Lentils,1,4,2.99
956,Savory Quinoa Pudding,18,7,2.99
957,Portable Electric Fan,17,1,24.99
958,Personal Blender with Travel Cup,22,1,39.99
959,Bamboo Toothbrush Holder,85,2,14.99
960,Ginger Tea,67,10,4.99
961,Children's Educational Puzzle,28,2,19.99
962,Smartphone Stand,15,1,15.49
963,Microfiber Cleaning Cloth Set,90,1,9.99
964,Camping Chair,20,2,29.99
965,Tahini,30,9,5.49
966,Lemon Garlic Marinade,65,10,4.29
967,Maple Almond Yogurt,18,7,1.89
968,Electric Blanket,96,6,59.99
969,Pineapple Rings,33,6,2.49
970,Memory Foam Mattress Topper,97,9,109.99
971,Cereal Dispenser with Portion Control,43,4,24.99
972,Crispy Kale Chips,90,4,2.99
973,Portable Electric Fan,26,3,24.99
974,Garlic Herb Marinade,84,9,3.29
975,Electric Milk Frother,52,3,19.99
976,Buffalo Chicken Dip,0,1,5.99
977,Asian Noodle Salad Kit,52,2,4.99
978,Ready-to-Eat Chili,46,10,2.99
979,Corn Tortillas,80,5,2.49
980,Solar Power Bank,74,8,39.99
981,Spaghetti Squash,15,1,3.99
982,Pet Grooming Glove,30,5,12.99
983,Electric Hot Pot,78,8,49.99
984,Tandoori Chicken Skewers,7,10,7.99
985,Honey Glazed Carrots,44,5,3.49
986,Honey mustard chicken tenders,89,1,7.99
987,LED Desk Lamp,50,3,35
988,Sweet Corn,41,5,1.5
989,Instant Mashed Potatoes,98,7,1.79
990,Balsamic Salad Dressing,100,9,2.99
991,Jigsaw Puzzle,15,4,14.99
992,Vegan Mac & Cheese,0,8,8.99
993,Spicy BBQ Sauce,82,4,3.99
994,Cat Tree,4,6,99.99
995,Lemon Herb Grilled Chicken,51,5,9.99
996,Children's Backpack,54,1,29.99
997,Almond Butter Crunch Bar,38,5,1.99
998,Spicy BBQ Sauce,20,4,3.99
999,Chia Seeds,78,4,6.99
1000,Sculpting Kit,21,5,25.99
